"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Regioaanduiding/Indelingswijziging wijken en buurten (code)";"Postcode/Meest voorkomende postcode (code)";"Postcode/Dekkingspercentage (code)"
"Sluisoord";"Apeldoorn                               ";"Buurt     ";"BU02000702";"1";"      7322";1
"De Mheen";"Apeldoorn                               ";"Buurt     ";"BU02000703";"1";"      7322";1
"Anklaar";"Apeldoorn                               ";"Buurt     ";"BU02000704";"1";"      7323";1
"Sprenkelaar";"Apeldoorn                               ";"Buurt     ";"BU02000705";"1";"      7323";1
"Bedrijvenpark Apeldoorn Noord";"Apeldoorn                               ";"Buurt     ";"BU02000706";"1";"      7324";3
"Sleutelbloem";"Apeldoorn                               ";"Buurt     ";"BU02000707";"1";"      7322";1
"Zuidbroek - Mozaïek & Rooster";"Apeldoorn                               ";"Buurt     ";"BU02000708";"1";"      7323";3
"Zuidbroek - De Wellen";"Apeldoorn                               ";"Buurt     ";"BU02000709";"1";"      7323";1
"Noord";"Apeldoorn                               ";"Wijk      ";"WK020008  ";"1";"         .";
"De Parken";"Apeldoorn                               ";"Buurt     ";"BU02000801";"1";"      7316";3
"Spainkbos";"Apeldoorn                               ";"Buurt     ";"BU02000802";"1";"      7314";1
"Loolaan-Noord";"Apeldoorn                               ";"Buurt     ";"BU02000803";"1";"      7315";1
"Het Loo";"Apeldoorn                               ";"Buurt     ";"BU02000804";"1";"      7315";1
"Kerschoten-West";"Apeldoorn                               ";"Buurt     ";"BU02000805";"1";"      7315";1
"Kerschoten";"Apeldoorn                               ";"Buurt     ";"BU02000806";"1";"      7316";1
"Paleispark";"Apeldoorn                               ";"Buurt     ";"BU02000807";"1";"      7315";1
"Stadhoudersmolen";"Apeldoorn                               ";"Buurt     ";"BU02000808";"1";"      7317";2
"Hommelbrink";"Apeldoorn                               ";"Buurt     ";"BU02000809";"1";"      7316";1
"Uddel en omgeving";"Apeldoorn                               ";"Wijk      ";"WK020010  ";"1";"         .";
"Uddel";"Apeldoorn                               ";"Buurt     ";"BU02001001";"1";"      3888";1
"Agrarisch gebied Uddel";"Apeldoorn                               ";"Buurt     ";"BU02001002";"1";"      3888";1
"Bosgebied Meerveld";"Apeldoorn                               ";"Buurt     ";"BU02001003";"1";"      3888";1
"Bosgebied Nieuw Milligen";"Apeldoorn                               ";"Buurt     ";"BU02001004";"1";"      3888";1
"Hoog Soeren en Radio Kootwijk";"Apeldoorn                               ";"Wijk      ";"WK020011  ";"1";"         .";
"Orderbos";"Apeldoorn                               ";"Buurt     ";"BU02001101";"1";"      7312";1
"Hoog Soeren";"Apeldoorn                               ";"Buurt     ";"BU02001102";"1";"      7346";1
"Bosgebied Hoog Soeren";"Apeldoorn                               ";"Buurt     ";"BU02001103";"1";"      7346";1
"Bosgebied Hoog Buurloo";"Apeldoorn                               ";"Buurt     ";"BU02001104";"1";"      7348";1
"Hoenderloo en omgeving";"Apeldoorn                               ";"Wijk      ";"WK020012  ";"1";"         .";
"Hoenderloo";"Apeldoorn                               ";"Buurt     ";"BU02001201";"1";"      7351";1
"Bosgebied Ugchelen";"Apeldoorn                               ";"Buurt     ";"BU02001202";"1";"      7339";1
"Bosgebied Hoenderloo";"Apeldoorn                               ";"Buurt     ";"BU02001203";"1";"      7351";1
"Miggelenberg";"Apeldoorn                               ";"Buurt     ";"BU02001204";"1";"      7351";1
"Loenen en omgeving";"Apeldoorn                               ";"Wijk      ";"WK020013  ";"1";"         .";
"Het Goreld";"Apeldoorn                               ";"Buurt     ";"BU02001301";"1";"      7371";1
"Loenen";"Apeldoorn                               ";"Buurt     ";"BU02001302";"1";"      7371";1
"Bosgebied Loenen";"Apeldoorn                               ";"Buurt     ";"BU02001303";"1";"      7371";1
"Beekbergen en omgeving";"Apeldoorn                               ";"Wijk      ";"WK020014  ";"1";"         .";
"Beekbergen";"Apeldoorn                               ";"Buurt     ";"BU02001401";"1";"      7361";1
"Bosgebied Beekbergen-West";"Apeldoorn                               ";"Buurt     ";"BU02001402";"1";"      7361";1
"Agrarisch gebied Beekbergen";"Apeldoorn                               ";"Buurt     ";"BU02001403";"1";"      7361";1
"Bosgebied Beekbergen-Zuid";"Apeldoorn                               ";"Buurt     ";"BU02001404";"1";"      7361";1
"Lieren en omgeving";"Apeldoorn                               ";"Wijk      ";"WK020015  ";"1";"         .";
"Lieren";"Apeldoorn                               ";"Buurt     ";"BU02001501";"1";"      7364";1
"Agrarisch gebied Lieren-Oosterhuizen";"Apeldoorn                               ";"Buurt     ";"BU02001502";"1";"      7364";1
"Bosgebied Oosterhuizen";"Apeldoorn                               ";"Buurt     ";"BU02001503";"1";"      7364";1
"Klarenbeek en omgeving";"Apeldoorn                               ";"Wijk      ";"WK020016  ";"1";"         .";
"Wolthuis";"Apeldoorn                               ";"Buurt     ";"BU02001601";"1";"      7325";1
"Klarenbeek";"Apeldoorn                               ";"Buurt     ";"BU02001602";"1";"      7381";1
"De Hooilanden";"Apeldoorn                               ";"Buurt     ";"BU02001603";"1";"      7381";1
"De Hooilanden-Oosterhuizen";"Apeldoorn                               ";"Buurt     ";"BU02001604";"1";"      7381";1
"Wenum Wiesel Beemte";"Apeldoorn                               ";"Wijk      ";"WK020017  ";"1";"         .";
"Wenum";"Apeldoorn                               ";"Buurt     ";"BU02001701";"1";"      7345";1
"Beemte";"Apeldoorn                               ";"Buurt     ";"BU02001702";"1";"      7341";1
"Bosgebied Wiesel";"Apeldoorn                               ";"Buurt     ";"BU02001703";"1";"      7345";1
"Agrarisch gebied Wiesel";"Apeldoorn                               ";"Buurt     ";"BU02001704";"1";"      7345";1
"Agrarisch gebied Wenum";"Apeldoorn                               ";"Buurt     ";"BU02001705";"1";"      7345";1
"Agrarisch gebied Beemte Broekland";"Apeldoorn                               ";"Buurt     ";"BU02001706";"1";"      7341";1
"Appingedam";"Appingedam                              ";"Gemeente  ";"GM0003    ";".";"         .";
"Wijk 00";"Appingedam                              ";"Wijk      ";"WK000300  ";"1";"         .";
"Appingedam-Centrum";"Appingedam                              ";"Buurt     ";"BU00030000";"1";"      9901";1
"Appingedam-West";"Appingedam                              ";"Buurt     ";"BU00030001";"1";"      9903";5
"Appingedam-Oost";"Appingedam                              ";"Buurt     ";"BU00030002";"1";"      9902";1
"Verspr.h. Damsterdiep en Eemskanaal";"Appingedam                              ";"Buurt     ";"BU00030007";"1";"      9903";4
"Verspr.h. ten zuiden van Eemskanaal";"Appingedam                              ";"Buurt     ";"BU00030008";"1";"      9902";1
"Verspr.h. ten N. van het Damsterdiep";"Appingedam                              ";"Buurt     ";"BU00030009";"1";"      9901";1
"Arnhem";"Arnhem                                  ";"Gemeente  ";"GM0202    ";".";"         .";
"Centrum";"Arnhem                                  ";"Wijk      ";"WK020201  ";"1";"         .";
"Markt";"Arnhem                                  ";"Buurt     ";"BU02020100";"1";"      6811";1
"Weverstraat";"Arnhem                                  ";"Buurt     ";"BU02020101";"1";"      6811";1
"Rijnstraat";"Arnhem                                  ";"Buurt     ";"BU02020102";"1";"      6811";1
"Janssingel";"Arnhem                                  ";"Buurt     ";"BU02020103";"1";"      6811";1
"Stationsplein";"Arnhem                                  ";"Buurt     ";"BU02020104";"1";"      6811";1
"Utrechtsestraat";"Arnhem                                  ";"Buurt     ";"BU02020170";"1";"      6811";1
"Spijkerkwartier";"Arnhem                                  ";"Wijk      ";"WK020202  ";"1";"         .";
"Hommelstraat";"Arnhem                                  ";"Buurt     ";"BU02020210";"1";"      6828";1
"Spijkerbuurt";"Arnhem                                  ";"Buurt     ";"BU02020211";"1";"      6828";1
"Boulevardwijk";"Arnhem                                  ";"Buurt     ";"BU02020212";"1";"      6828";1
"Arnhemse broek";"Arnhem                                  ";"Wijk      ";"WK020203  ";"1";"         .";
"Statenkwartier";"Arnhem                                  ";"Buurt     ";"BU02020314";"1";"      6828";1
"Arnhemse Broek";"Arnhem                                  ";"Buurt     ";"BU02020320";"1";"      6828";1
"Van Verschuerbuurt";"Arnhem                                  ";"Buurt     ";"BU02020321";"1";"      6828";1
"Industrieterrein";"Arnhem                                  ";"Buurt     ";"BU02020322";"1";"      6827";1
"Bij de John Frostbrug";"Arnhem                                  ";"Buurt     ";"BU02020338";"1";"      6828";1
"Nieuwe Kadekwartier";"Arnhem                                  ";"Buurt     ";"BU02020339";"1";"      6827";1
"Presikhaaf West";"Arnhem                                  ";"Wijk      ";"WK020204  ";"1";"         .";
"Presikhaaf I";"Arnhem                                  ";"Buurt     ";"BU02020423";"1";"      6826";1
"Presikhaaf II";"Arnhem                                  ";"Buurt     ";"BU02020424";"1";"      6826";1
"Presikhaaf III";"Arnhem                                  ";"Buurt     ";"BU02020425";"1";"      6826";1
"Presikhaaf Oost";"Arnhem                                  ";"Wijk      ";"WK020205  ";"1";"         .";
"Over het Lange Water";"Arnhem                                  ";"Buurt     ";"BU02020526";"1";"      6825";1
"Elsweide";"Arnhem                                  ";"Buurt     ";"BU02020527";"1";"      6825";1
"Winkelcentrum";"Arnhem                                  ";"Buurt     ";"BU02020528";"1";"      6826";1
"IJsseloord";"Arnhem                                  ";"Buurt     ";"BU02020529";"1";"      6825";1
"St. Marten/Sonsbeek";"Arnhem                                  ";"Wijk      ";"WK020206  ";"1";"         .";
"St. Marten";"Arnhem                                  ";"Buurt     ";"BU02020630";"1";"      6821";1
"Graaf Ottoplein e.o.";"Arnhem                                  ";"Buurt     ";"BU02020631";"1";"      6821";1
"Klarendal";"Arnhem                                  ";"Wijk      ";"WK020207  ";"1";"         .";
"Klarendal Zuid";"Arnhem                                  ";"Buurt     ";"BU02020732";"1";"      6822";3
"Klarendal Noord";"Arnhem                                  ";"Buurt     ";"BU02020733";"1";"      6822";1
"Onder de Linden";"Arnhem                                  ";"Buurt     ";"BU02020734";"1";"      6822";2
"St. Janskerkstraat e.o.";"Arnhem                                  ";"Buurt     ";"BU02020735";"1";"      6822";3
"Velperweg e.o.";"Arnhem                                  ";"Wijk      ";"WK020208  ";"1";"         .";
"Velperweg Noord";"Arnhem                                  ";"Buurt     ";"BU02020840";"1";"      6824";1
"Molenbeke";"Arnhem                                  ";"Buurt     ";"BU02020841";"1";"      6824";1
"Terrein ENKA";"Arnhem                                  ";"Buurt     ";"BU02020842";"1";"      6824";1
"Plattenburg";"Arnhem                                  ";"Buurt     ";"BU02020843";"1";"      6824";1
"Angerenstein";"Arnhem                                  ";"Buurt     ";"BU02020844";"1";"      6824";1
"Paasberg";"Arnhem                                  ";"Buurt     ";"BU02020845";"1";"      6824";1
"Alteveer/Cranevelt";"Arnhem                                  ";"Wijk      ";"WK020209  ";"1";"         .";
"Sonsbeek Noord";"Arnhem                                  ";"Buurt     ";"BU02020950";"1";"      6821";1
"Hazegrietje";"Arnhem                                  ";"Buurt     ";"BU02020951";"1";"      6821";3
"Alteveer/Cranevelt";"Arnhem                                  ";"Buurt     ";"BU02020952";"1";"      6815";1
"Geitenkamp";"Arnhem                                  ";"Wijk      ";"WK020210  ";"1";"         .";
"Geitenkamp";"Arnhem                                  ";"Buurt     ";"BU02021053";"1";"      6823";1
"Monnikenhuizen";"Arnhem                                  ";"Wijk      ";"WK020211  ";"1";"         .";
"Monnikenhuizen";"Arnhem                                  ";"Buurt     ";"BU02021154";"1";"      6823";1
"Arnhemse Allee";"Arnhem                                  ";"Buurt     ";"BU02021155";"1";"      6823";1
"Klarenbeek";"Arnhem                                  ";"Buurt     ";"BU02021159";"1";"      6822";5
"Burgemeesterswijk/Hoogkamp";"Arnhem                                  ";"Wijk      ";"WK020212  ";"1";"         .";
"Transvaalbuurt";"Arnhem                                  ";"Buurt     ";"BU02021260";"1";"      6814";1
"Burgemeesterswijk";"Arnhem                                  ";"Buurt     ";"BU02021261";"1";"      6814";1
"Gulden Bodem";"Arnhem                                  ";"Buurt     ";"BU02021262";"1";"      6814";1
"Sterrenberg";"Arnhem                                  ";"Buurt     ";"BU02021263";"1";"      6813";2
"Hoogkamp";"Arnhem                                  ";"Buurt     ";"BU02021264";"1";"      6813";2
"Sonsbeek/Zijpendaal";"Arnhem                                  ";"Buurt     ";"BU02021269";"1";"      6814";4
"Schaarsbergen";"Arnhem                                  ";"Wijk      ";"WK020213  ";"1";"         .";
"Bakenberg";"Arnhem                                  ";"Buurt     ";"BU02021365";"1";"      6816";1
"Schaarsbergen";"Arnhem                                  ";"Buurt     ";"BU02021366";"1";"      6816";1
"West van Schaarsbergen";"Arnhem                                  ";"Buurt     ";"BU02021367";"1";"      6816";1
"N.O. van Schaarsbergen";"Arnhem                                  ";"Buurt     ";"BU02021368";"1";"      6816";1
"Heijenoord/Lombok";"Arnhem                                  ";"Wijk      ";"WK020214  ";"1";"         .";
"Lombok";"Arnhem                                  ";"Buurt     ";"BU02021471";"1";"      6812";1
